http://dbkwik.webdatacommons.org/ontology/wikiPageWikiLink	http://dbkwik.webdatacommons.org/ontology/wikiPageWikiLink	0.6265538598509538
http://dbkwik.webdatacommons.org/ontology/wikiPageWikiLink	http://dbkwik.webdatacommons.org/ontology/wikiPageWikiLink-	0.5135819890961992
http://dbkwik.webdatacommons.org/ontology/wikiPageWikiLink-	http://dbkwik.webdatacommons.org/ontology/wikiPageWikiLink	0.5135819890961983
http://dbkwik.webdatacommons.org/ontology/wikiPageWikiLink-	http://dbkwik.webdatacommons.org/ontology/wikiPageWikiLink-	0.6265538598509532
http://dbkwik.webdatacommons.org/marvel.wikia.com/property/newHeader	http://dbkwik.webdatacommons.org/ontology/wikiPageWikiLink	0.31918661672878407
http://dbkwik.webdatacommons.org/marvel.wikia.com/property/newHeader	http://dbkwik.webdatacommons.org/ontology/wikiPageWikiLink-	0.194777477121921
http://dbkwik.webdatacommons.org/marvel.wikia.com/property/newHeader	http://dbkwik.webdatacommons.org/ontology/wikiPageDisambiguates	0.14251486466497984
http://dbkwik.webdatacommons.org/marvel.wikia.com/property/newHeader-	http://dbkwik.webdatacommons.org/ontology/wikiPageWikiLink-	0.1497550245815049
skos:altLabel-	skos:altLabel-	0.805479999570443
skos:altLabel-	http://dbkwik.webdatacommons.org/ontology/wikiPageWikiLinkText-	0.9073575841064907
skos:altLabel-	rdfs:label-	0.7411611166380007
skos:altLabel-	http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/property/realName-	0.21212734967028712
http://dbkwik.webdatacommons.org/ontology/wikiPageWikiLinkText-	skos:altLabel-	0.5430803324704069
http://dbkwik.webdatacommons.org/ontology/wikiPageWikiLinkText-	http://dbkwik.webdatacommons.org/ontology/wikiPageWikiLinkText-	0.8008032156323235
http://dbkwik.webdatacommons.org/ontology/wikiPageWikiLinkText-	rdfs:label-	0.5069072380194717
http://dbkwik.webdatacommons.org/ontology/wikiPageWikiLinkText-	http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/property/realName-	0.19743817527638197
dc:subject	dc:subject	0.6899514897645921
dc:subject	http://dbkwik.webdatacommons.org/ontology/wikiPageWikiLink	0.7053513405512286
dc:subject-	dc:subject-	0.6899514897645924
