,predicate,functionality,inverse_functionality,inversability
0,http://www.wikidata.org/entity/P213,1.0,1.0,1.0
1,http://www.wikidata.org/entity/P25,0.9995866060355518,0.7486564696155437,0.7483469795495595
2,http://www.w3.org/2000/01/rdf-schema#label,1.0,0.8430228677461987,0.8430228677461987
3,http://www.wikidata.org/entity/P50,0.9413265306122449,0.3137755102040816,0.2953652124114952
4,http://www.wikidata.org/entity/P19,0.9977075650353833,0.18518887670686734,0.18476434325084642
5,http://www.wikidata.org/entity/P17,0.9675675675675676,0.06563706563706563,0.06350829594072836
6,http://www.wikidata.org/entity/P155,0.9807980049875312,0.9738154613466334,0.9551162617147904
7,http://www.wikidata.org/entity/P161,0.5246025067540635,0.31480579299348954,0.16514790814508543
8,http://www.wikidata.org/entity/P22,1.0,0.7486284289276808,0.7486284289276808
9,http://www.wikidata.org/entity/P569,0.995889554105978,0.7596878443987728,0.7565651886180255
10,http://www.wikidata.org/entity/P264,0.920323196049826,0.021209740769835034,0.019519816412682876
11,http://www.wikidata.org/entity/P585,0.9914529914529915,0.9658119658119658,0.9575571626853678
12,http://www.wikidata.org/entity/P1431,0.9615384615384616,0.823076923076923,0.7914201183431953
13,http://www.wikidata.org/entity/P473,1.0,0.5811258278145696,0.5811258278145696
14,http://www.wikidata.org/entity/P40,0.7653465346534654,0.8231023102310231,0.6299585008005751
15,http://www.wikidata.org/entity/P2624,1.0,1.0,1.0
16,http://www.wikidata.org/entity/P1566,1.0,1.0,1.0
17,http://www.wikidata.org/entity/P577,0.9793015603439126,0.5118352616495064,0.5012410703723964
18,http://www.wikidata.org/entity/P9,0.8643740340030912,0.7098145285935085,0.6135452474743734
19,http://www.wikidata.org/entity/P527,0.6159695817490495,0.9505703422053232,0.5855224161112638
20,http://www.wikidata.org/entity/P269,1.0,1.0,1.0
21,http://www.wikidata.org/entity/P570,0.9956021477882895,0.847916133981079,0.8441871241359052
22,http://www.wikidata.org/entity/P57,0.9712359550561798,0.4038202247191011,0.3922047216260573
23,http://www.wikidata.org/entity/P179,1.0,0.09751176866173504,0.09751176866173504
24,http://www.wikidata.org/entity/P2529,1.0,1.0,1.0
25,http://www.wikidata.org/entity/P774,1.0,1.0,1.0
26,http://www.wikidata.org/entity/P2047,1.0,0.16831683168316833,0.16831683168316833
27,http://www.wikidata.org/entity/P176,0.8216374269005848,0.13742690058479531,0.1129150849834137
28,http://www.wikidata.org/entity/P1970,1.0,1.0,1.0
29,http://www.wikidata.org/entity/P175,0.9790660225442834,0.16448125143777317,0.16103800462828677
30,http://www.wikidata.org/entity/P150,0.7704918032786885,0.9989754098360656,0.769702364955657
31,http://www.wikidata.org/entity/P20,0.9985176738882554,0.2151653363740023,0.2148463911775528
32,http://www.wikidata.org/entity/P58,0.945144804088586,0.47938671209540035,0.45308986008607854
33,http://www.wikidata.org/entity/P69,0.8313739252500438,0.062203895420249164,0.051714696701375774
34,http://www.wikidata.org/entity/P214,0.9996638090435367,1.0,0.9996638090435367
35,http://www.wikidata.org/entity/P27,0.9635872501350621,0.02225823878984333,0.021447755108354706
36,http://www.wikidata.org/entity/P2067,1.0,0.6122448979591837,0.6122448979591837
37,http://www.wikidata.org/entity/P7,0.8394014962593517,0.7306733167082294,0.6133282753216709
38,http://www.wikidata.org/entity/P2163,1.0,1.0,1.0
39,http://www.wikidata.org/entity/P436,1.0,0.999439932791935,0.999439932791935
40,http://www.wikidata.org/entity/P156,0.9831149193548387,0.9785786290322581,0.9620552499634171
41,http://www.wikidata.org/entity/P86,0.9950873362445415,0.29475982532751094,0.2933117694170592
42,http://www.wikidata.org/entity/P1265,1.0,1.0,1.0
43,http://www.wikidata.org/entity/P162,0.962076468759714,0.3776810693192415,0.3633580694880486
44,http://www.wikidata.org/entity/P651,1.0,1.0,1.0
45,http://www.wikidata.org/entity/P646,1.0,1.0,1.0
46,http://www.wikidata.org/entity/P184,0.9866468842729971,0.6913946587537092,0.6821623858623392
47,http://www.wikidata.org/entity/P2168,1.0,1.0,1.0
48,http://www.wikidata.org/entity/P344,0.9927125506072875,0.25020242914979757,0.24837909160943467
49,http://www.wikidata.org/entity/P241,0.9798206278026906,0.02466367713004484,0.0241659796094834
50,http://www.wikidata.org/entity/P54,0.5688916105327618,0.2088181261481935,0.11879488009287922
51,http://www.wikidata.org/entity/P1954,1.0,1.0,1.0
52,http://www.wikidata.org/entity/P227,1.0,1.0,1.0
53,http://www.wikidata.org/entity/P102,0.9740859069932553,0.17003904863329783,0.16563264091223615
54,http://www.wikidata.org/entity/P2465,1.0,1.0,1.0
55,http://www.wikidata.org/entity/P1819,1.0,1.0,1.0
56,http://www.wikidata.org/entity/P170,0.9739130434782609,0.5797101449275363,0.5645872715816006
57,http://www.wikidata.org/entity/P47,0.5893774985722444,0.6601941747572816,0.38910359129041383
58,http://www.wikidata.org/entity/P26,0.9802039592081584,0.9625074985002999,0.9434536607975346
59,http://www.wikidata.org/entity/P306,0.6078431372549019,0.1568627450980392,0.09534794309880815
60,http://www.wikidata.org/entity/P1804,1.0,1.0,1.0
61,http://www.wikidata.org/entity/P373,1.0,0.9964726631393298,0.9964726631393298
62,http://www.wikidata.org/entity/P937,0.8699551569506726,0.06651718983557549,0.05786697232332576
63,http://www.wikidata.org/entity/P915,0.9565826330532213,0.15826330532212884,0.1513919293207479
64,http://www.wikidata.org/entity/P1476,1.0,0.9966527196652719,0.9966527196652719
65,http://www.wikidata.org/entity/P648,0.9962121212121212,1.0,0.9962121212121212
66,http://www.wikidata.org/entity/P435,1.0,1.0,1.0
67,http://www.wikidata.org/entity/P345,0.9996554100620262,1.0,0.9996554100620262
