,predicate,functionality,inverse_functionality,inversability
0,http://dbpedia.org/ontology/activeYearsStartYear,1.0,0.1354365838113448,0.1354365838113448
1,http://dbpedia.org/ontology/musicalBand,0.9877641824249166,0.27030033370411566,0.26699298813042793
2,http://www.wikidata.org/entity/P26,0.9546781115879829,0.9327038626609442,0.8904319622759675
3,http://dbpedia.org/ontology/runtime,1.0,0.22636229749631812,0.22636229749631812
4,http://www.wikidata.org/entity/P264,0.8889141557703241,0.02319499715747584,0.0206183613163327
5,http://www.w3.org/2000/01/rdf-schema#label,1.0,0.9612666666666667,0.9612666666666667
6,http://dbpedia.org/ontology/parent,0.7264810661037077,0.5994194484760522,0.43546687997217887
7,http://www.wikidata.org/entity/P57,0.97883149872989,0.3882303132938188,0.38001205941376337
8,http://www.wikidata.org/entity/P570,0.9951773490976976,0.8488902717278572,0.8447963702929532
9,http://dbpedia.org/ontology/deathYear,0.9996013289036545,0.093421926910299,0.09338468228827497
10,http://dbpedia.org/ontology/notableWork,0.6413043478260869,0.9601449275362319,0.6157451165721487
11,http://www.wikidata.org/entity/P577,0.9364662849872774,0.6071087786259542,0.5685369025030107
12,http://dbpedia.org/ontology/areaWater,1.0,0.7142857142857143,0.7142857142857143
13,http://www.wikidata.org/entity/P19,0.7914084357403407,0.13903743315508021,0.11003539748261422
14,http://www.wikidata.org/entity/P1432,1.0,0.9828620394173093,0.9828620394173093
15,http://dbpedia.org/ontology/capacity,1.0,0.7581395348837209,0.7581395348837209
16,http://dbpedia.org/ontology/predecessor,0.9637681159420289,0.9263920671243325,0.8928271371560595
17,http://www.wikidata.org/entity/P569,0.7502463274811896,0.5775035829451809,0.4332699422118505
18,http://dbpedia.org/ontology/previousWork,0.9941672871680318,0.9822536609580541,0.9765244574255364
19,http://www.wikidata.org/entity/P131,0.9105902777777778,0.5373263888888888,0.48928418571566357
20,http://dbpedia.org/ontology/nationality,0.9917506874427131,0.10724106324472961,0.10635639819504807
21,http://www.wikidata.org/entity/P344,0.9899749373433584,0.19486215538847118,0.1929086500712935
22,http://www.wikidata.org/entity/P161,0.5996160175534833,0.33801426220515635,0.20267876577973473
23,http://www.wikidata.org/entity/P166,0.8401826484018264,0.7579908675799086,0.6368507745876858
24,http://www.wikidata.org/entity/P361,0.5767857142857142,0.42270408163265305,0.24380967565597664
25,http://dbpedia.org/ontology/writer,0.9199818484344274,0.3907124489487218,0.35944836099018695
26,http://www.wikidata.org/entity/P178,0.960741548527808,0.3064340239912759,0.2944038987309859
27,http://dbpedia.org/ontology/successor,0.9492053599252104,0.908382673730134,0.8622417027678368
