,e1,e2,sim
0,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Hulk,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Hulk,1.0
1,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Spider-Man,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Spider-Man,1.0
2,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/New_York_City,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/New_York_City,1.0
3,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Iron_Man,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Iron_Man,1.0
4,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Erik_Killmonger,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Killmonger,1.0
5,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Winter_Soldier,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Winter_Soldier,1.0
6,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Earth,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Earth,1.0
7,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/United_States_of_America,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/United_States_of_America,0.9999999999999998
8,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Thaddeus_Ross,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Thunderbolt_Ross,0.9999999999999996
9,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Hank_Pym,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Hank_Pym,0.9999999999999992
10,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Iron_Fist,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Iron_Fist,0.9999999999999992
11,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Black_Widow,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Black_Widow,0.9999999999999992
12,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Humans,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Homo_sapiens,0.9999999999999988
13,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Maximus,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Maximus,0.9999999999999956
14,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/War_Machine,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/War_Machine,0.9999999999999928
15,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Loki,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Loki,0.9999999999999868
16,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Daredevil,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Daredevil,0.9999999999999866
17,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Absorbing_Man,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Absorbing_Man,0.9999999999999856
18,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Ulysses_Klaue,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Klaw,0.9999999999999856
19,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Elektra,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Elektra,0.9999999999999848
20,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Hawkeye,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Hawkeye,0.9999999999999756
21,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Medusa,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Medusa,0.9999999999999664
22,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Bullseye,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Bullseye,0.9999999999999658
23,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Black_Panther,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Black_Panther,0.9999999999999628
24,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Collector,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Collector,0.9999999999999576
25,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Odin,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Odin,0.9999999999999576
26,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Star-Lord,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Star-Lord,0.999999999999954
27,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Ego,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Ego,0.9999999999999512
28,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Whizzer,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Whizzer,0.999999999999946
29,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Thor,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Thor,0.9999999999999408
30,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Falcon,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Falcon,0.9999999999999332
31,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Karnak,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Karnak,0.9999999999999252
32,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Crystal,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Crystal,0.999999999999917
33,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Wolfgang_von_Strucker,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Baron_von_Strucker,0.9999999999999092
34,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Valkyrie,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Valkyrie,0.9999999999999016
35,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Iron_Monger,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Iron_Monger,0.9999999999999012
36,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Abomination,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Abomination,0.9999999999998768
37,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Executioner,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Executioner,0.9999999999998463
38,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Trish_Walker,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Hellcat,0.9999999999998388
39,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Kingpin,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Kingpin,0.9999999999998218
40,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Glenn_Talbot,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Glenn_Talbot,0.9999999999998168
