http://dbkwik.webdatacommons.org/ontology/wikiPageWikiLink	http://dbkwik.webdatacommons.org/ontology/wikiPageWikiLink	0.32505892486682275
http://dbkwik.webdatacommons.org/ontology/wikiPageWikiLink	http://dbkwik.webdatacommons.org/ontology/wikiPageWikiLink-	0.2660887970888885
http://dbkwik.webdatacommons.org/ontology/wikiPageWikiLink-	http://dbkwik.webdatacommons.org/ontology/wikiPageWikiLink	0.2660887970888872
http://dbkwik.webdatacommons.org/ontology/wikiPageWikiLink-	http://dbkwik.webdatacommons.org/ontology/wikiPageWikiLink-	0.3250589248668196
http://dbkwik.webdatacommons.org/marvel.wikia.com/property/newHeader	http://dbkwik.webdatacommons.org/ontology/wikiPageWikiLink	0.3042944047121088
http://dbkwik.webdatacommons.org/marvel.wikia.com/property/newHeader	http://dbkwik.webdatacommons.org/ontology/wikiPageWikiLink-	0.29050550698330385
http://dbkwik.webdatacommons.org/marvel.wikia.com/property/newHeader-	http://dbkwik.webdatacommons.org/ontology/wikiPageWikiLink	0.1586853632352328
http://dbkwik.webdatacommons.org/marvel.wikia.com/property/newHeader-	http://dbkwik.webdatacommons.org/ontology/wikiPageWikiLink-	0.16621739341060093
skos:altLabel-	skos:altLabel-	0.7798588374683681
skos:altLabel-	http://dbkwik.webdatacommons.org/ontology/wikiPageWikiLinkText-	0.8895716537888559
skos:altLabel-	rdfs:label-	0.71877710600367
skos:altLabel-	http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/property/realName-	0.20579531033797505
http://dbkwik.webdatacommons.org/ontology/wikiPageWikiLinkText-	skos:altLabel-	0.3819942391377121
http://dbkwik.webdatacommons.org/ontology/wikiPageWikiLinkText-	http://dbkwik.webdatacommons.org/ontology/wikiPageWikiLinkText-	0.556675114305554
http://dbkwik.webdatacommons.org/ontology/wikiPageWikiLinkText-	rdfs:label-	0.3582509352975562
http://dbkwik.webdatacommons.org/ontology/wikiPageWikiLinkText-	http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/property/realName-	0.13934506538157795
dc:subject	dc:subject	0.3172522107942737
dc:subject	http://dbkwik.webdatacommons.org/ontology/wikiPageWikiLink	0.32138328975796404
dc:subject-	dc:subject-	0.3172522107942737
dc:subject-	http://dbkwik.webdatacommons.org/ontology/wikiPageWikiLink-	0.32138328975796393
rdfs:label-	skos:altLabel-	0.7955032654686258
rdfs:label-	http://dbkwik.webdatacommons.org/ontology/wikiPageWikiLinkText-	0.8620455358020739
rdfs:label-	rdfs:label-	0.8168663505159972
rdfs:label-	http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/property/realName-	0.13278371254531246
skos:prefLabel-	skos:altLabel-	0.1407089894162331
skos:prefLabel-	http://dbkwik.webdatacommons.org/ontology/wikiPageWikiLinkText-	0.16533983356026494
skos:prefLabel-	rdfs:label-	0.8650421663045987
skos:prefLabel-	skos:prefLabel-	0.7243331768883661
skos:broader	skos:broader	0.47337720387901566
skos:broader-	skos:broader-	0.4733772038790157
http://dbkwik.webdatacommons.org/marvel.wikia.com/property/teams	http://dbkwik.webdatacommons.org/ontology/wikiPageWikiLink	0.16601882293018314
http://dbkwik.webdatacommons.org/marvel.wikia.com/property/teams	http://dbkwik.webdatacommons.org/ontology/wikiPageWikiLink-	0.2324014514188859
http://dbkwik.webdatacommons.org/marvel.wikia.com/property/teams-	http://dbkwik.webdatacommons.org/ontology/wikiPageWikiLink	0.2324014514188859
http://dbkwik.webdatacommons.org/marvel.wikia.com/property/teams-	http://dbkwik.webdatacommons.org/ontology/wikiPageWikiLink-	0.16601882293018314
http://dbkwik.webdatacommons.org/ontology/wikiPageDisambiguates	http://dbkwik.webdatacommons.org/ontology/wikiPageWikiLink	0.6260264611928207
