http://dbkwik.webdatacommons.org/ontology/wikiPageWikiLink	http://dbkwik.webdatacommons.org/ontology/wikiPageWikiLink	0.31869507774357636
http://dbkwik.webdatacommons.org/ontology/wikiPageWikiLink	http://dbkwik.webdatacommons.org/ontology/wikiPageWikiLink-	0.16960566706725191
http://dbkwik.webdatacommons.org/ontology/wikiPageWikiLink-	http://dbkwik.webdatacommons.org/ontology/wikiPageWikiLink	0.16960566706725236
http://dbkwik.webdatacommons.org/ontology/wikiPageWikiLink-	http://dbkwik.webdatacommons.org/ontology/wikiPageWikiLink-	0.31869507774357725
skos:altLabel-	http://dbkwik.webdatacommons.org/ontology/wikiPageWikiLinkText-	0.8151495506694154
skos:altLabel-	rdfs:label-	0.7537699998572758
skos:altLabel-	skos:altLabel-	0.891337267953946
http://dbkwik.webdatacommons.org/stexpanded.wikia.com/property/crew-	http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/crew-	0.14734340838252172
dc:subject	http://dbkwik.webdatacommons.org/ontology/wikiPageWikiLink	0.5228621984070628
dc:subject	dc:subject	0.38243251733590866
dc:subject-	http://dbkwik.webdatacommons.org/ontology/wikiPageWikiLink-	0.5228621984070632
dc:subject-	dc:subject-	0.3824325173359089
foaf:depiction	http://dbkwik.webdatacommons.org/ontology/wikiPageWikiLink-	0.21048119564915002
foaf:depiction-	http://dbkwik.webdatacommons.org/ontology/wikiPageWikiLink	0.21048119564915027
rdfs:label-	http://dbkwik.webdatacommons.org/ontology/wikiPageWikiLinkText-	0.8353726595230593
rdfs:label-	rdfs:label-	0.9072495417927926
rdfs:label-	skos:altLabel-	0.8994125721054852
rdfs:comment-	rdfs:comment-	0.19722090258528874
rdfs:comment-	http://dbkwik.webdatacommons.org/ontology/abstract-	0.12217478786032158
http://dbkwik.webdatacommons.org/ontology/wikiPageWikiLinkText-	http://dbkwik.webdatacommons.org/ontology/wikiPageWikiLinkText-	0.794857589199617
http://dbkwik.webdatacommons.org/ontology/wikiPageWikiLinkText-	rdfs:label-	0.47126079273222454
http://dbkwik.webdatacommons.org/ontology/wikiPageWikiLinkText-	skos:altLabel-	0.5390293397668054
http://dbkwik.webdatacommons.org/stexpanded.wikia.com/property/born	http://dbkwik.webdatacommons.org/ontology/wikiPageWikiLink	0.1457234615221757
http://dbkwik.webdatacommons.org/stexpanded.wikia.com/property/born	http://dbkwik.webdatacommons.org/ontology/wikiPageWikiLink-	0.13603956718292112
http://dbkwik.webdatacommons.org/stexpanded.wikia.com/property/born-	http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/born-	0.10759333533542588
http://dbkwik.webdatacommons.org/stexpanded.wikia.com/property/name	http://dbkwik.webdatacommons.org/ontology/wikiPageWikiLink	0.274042380775708
http://dbkwik.webdatacommons.org/stexpanded.wikia.com/property/name	http://dbkwik.webdatacommons.org/ontology/wikiPageWikiLink-	0.2652666894590345
